excavation_no,id_text,accession_no,accounting_period,acquisition_history,alternative_years,archive,ark,atf_source,atf_up,author,author_remarks,cdli_collation,cdli_comments,citation,collection,collection_copyright,composite_id,condition_description,date_entered,date_of_origin,date_remarks,date_updated,dates_referenced,db_source,designation,electronic_publication,elevation,external_id,findspot_remarks,findspot_square,genre,google_earth_collection,google_earth_provenience,height,join_information,language,lineart_up,material,museum_no,object_preservation,object_remarks,object_type,period,period_remarks,photo_up,primary_publication,provenience,provenience_remarks,public,public_atf,public_images,publication_date,publication_history,published_collation,seal_id,seal_information,stratigraphic_level,subgenre,subgenre_remarks,surface_preservation,text_remarks,thickness,translation_source,width,writing_phase
"","P273592","","","","","","21198/zz001vg04d","Old Assyrian Text Project","","Larsen, Mogens Trolle","","","20091124 oatp: obv. 13: vielleicht: _sahar-ba_ in seiner staub(form)?; rev. 16: followed by erasure; rev. 3: followed by erasure","","Metropolitan Museum of Art, New York, New York, USA","","","","8/5/2005","","","10/21/2018","","20050805 cdliadmin","CTMMA 1, 087a+b","","","","","","","","","?","P273592 lead, single entry","","150ppi 20160630","clay","MMA 1983.135.05","","","tablet & envelope","Old Assyrian (ca. 1950-1850 BC)","","","CTMMA 1, 087a+b","","","yes","yes","yes","1988","apud Spar, I., ed.","","Sx","","","","","","","?","no translation","?",""
"","P273593","","","","","","21198/zz001vg05x","Old Assyrian Text Project","","Larsen, Mogens Trolle","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/5/2005","","","10/21/2018","","20050805 cdliadmin","CTMMA 1, 088","","","","","","Letter","","","?","P273593 lead, single entry","","150ppi 20160630","clay","MMA 66.245.19","","","tablet & envelope","Old Assyrian (ca. 1950-1850 BC)","","","CTMMA 1, 088","","","yes","yes","yes","1988","apud Spar, I., ed.; Larsen, OAA 1, 137","","SxA, SxB, S012132","","","","","","","?","no translation","?",""
"","P273594","","","","","","21198/zz001vg06f","Old Assyrian Text Project","","Larsen, Mogens Trolle","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/5/2005","","","10/21/2018","","20050805 cdliadmin","CTMMA 1, 089","","","","","","Legal","","","?","P273594 lead, single entry","","150ppi 20160630","clay","MMA 66.245.14","","","tablet & envelope","Old Assyrian (ca. 1950-1850 BC)","","","CTMMA 1, 089","","","yes","yes","yes","1988","apud Spar, I., ed.; Larsen, OAA 1, 144","","Sx","","","","","","","?","no translation","?",""
"","P273595","","","","","","21198/zz001vg07z","Old Assyrian Text Project","","Larsen, Mogens Trolle","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/5/2005","","","10/21/2018","","20050805 cdliadmin","CTMMA 1, 090","","","","","","Legal","","","?","","","150ppi 20160630","clay","MMA 66.245.17","","","tablet & envelope","Old Assyrian (ca. 1950-1850 BC)","","","CTMMA 1, 090","","","yes","yes","yes","1988","apud Spar, I., ed.","","SxA, S012134, SxC, SxD","SxA = Teissier 223; S012134 = Teissier 316","","","","","","?","no translation","?",""
"","P273596","","","","","","21198/zz001vshhc","Old Assyrian Text Project","","Larsen, Mogens Trolle","","","20091124 oatp: rev. 4: followed by erasure","","Metropolitan Museum of Art, New York, New York, USA","","","","8/5/2005","095+: Szarru-ken1.Assur-iddin+.04.00","","10/21/2018","095+: Szarru-ken1.Assur-iddin+.04.00","20050805 cdliadmin","CTMMA 1, 091","","","","","","Legal","","","?","","","150ppi 20160630","clay","MMA 66.245.22","","","tablet & envelope","Old Assyrian (ca. 1950-1850 BC)","","","CTMMA 1, 091","","","yes","yes","yes","1988","apud Spar, I., ed.","","S012200, S012135, SxC","S012200 = CS 704","","","","","","?","no translation","?",""
"","P273597","","","","","","21198/zz001vshjw","Old Assyrian Text Project","","Larsen, Mogens Trolle","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/5/2005","","","10/21/2018","","20050805 cdliadmin","CTMMA 1, 092","","","","","","Legal","","","?","P273597 lead, single entry","","150ppi 20160630","clay","MMA 66.245.15","","","tablet & envelope","Old Assyrian (ca. 1950-1850 BC)","","","CTMMA 1, 092","","","yes","yes","yes","1988","apud Spar, I., ed.; Larsen, OAA 1, 139","","S012136, Sx, S012137","","","","","","","?","no translation","?",""
"","P273598","","","","","","21198/zz001vshkd","Old Assyrian Text Project","","Larsen, Mogens Trolle","","","20091124 oatp: obv. 3: followed by erasure","","Metropolitan Museum of Art, New York, New York, USA","","","","8/5/2005","","","10/21/2018","","20050805 cdliadmin","CTMMA 1, 093","","","","","","Legal","","","?","P273598 lead, single entry","","150ppi 20160630","clay","MMA 66.245.16","","","tablet & envelope","Old Assyrian (ca. 1950-1850 BC)","","","CTMMA 1, 093","","","yes","yes","yes","1988","apud Spar, I., ed.","","S012138, S012201, S012200, SxD","SxD = Teissier 524 (szu-be-lim dumu ku-zi-zi-a)","","","","","","?","no translation","?",""
"","P273599","","","","","","21198/zz001vshmx","Old Assyrian Text Project","","Larsen, Mogens Trolle","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/5/2005","","","10/21/2018","","20050805 cdliadmin","CTMMA 1, 094","","","","","","Legal","","","?","P273599 lead, single entry","","150ppi 20160630","clay","MMA 66.245.18","","","tablet & envelope","Old Assyrian (ca. 1950-1850 BC)","","","CTMMA 1, 094","","","yes","yes","yes","1988","apud Spar, I., ed.","","Sx","","","","","","","?","no translation","?",""
"","P273600","","","","","","21198/zz001vshnf","Old Assyrian Text Project","","Larsen, Mogens Trolle","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/5/2005","","","10/21/2018","","20050805 cdliadmin","CTMMA 1, 095","","","","","","Legal","","","?","","","150ppi 20160630","clay","MMA 66.245.12","","","tablet","Old Assyrian (ca. 1950-1850 BC)","","","CTMMA 1, 095","","","yes","yes","yes","1988","apud Spar, I., ed.; Ulshöfer, FAOS Beih 4, 048","","","","","","","","","?","no translation","?",""
"","P273601","","","","","","21198/zz001vshpz","Old Assyrian Text Project","","Larsen, Mogens Trolle","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/5/2005","","","10/21/2018","","20050805 cdliadmin","CTMMA 1, 096","","","","","","Legal","","","?","","","150ppi 20160630","clay","MMA 66.245.13","","","tablet","Old Assyrian (ca. 1950-1850 BC)","","","CTMMA 1, 096","","","yes","yes","yes","1988","apud Spar, I., ed.; Larsen, OAA 1, 160; Ulshöfer, FAOS Beih 4, 255","","","","","","","","","?","no translation","?",""
"","P273602","","","","","","21198/zz001vshqg","Old Assyrian Text Project","","Larsen, Mogens Trolle","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/5/2005","","","10/21/2018","","20050805 cdliadmin","CTMMA 1, 097","","","","","","Legal","","","?","P273602 lead, single entry","","150ppi 20160630","clay","MMA 66.245.23","","","tablet & envelope","Old Assyrian (ca. 1950-1850 BC) ?","","","CTMMA 1, 097","","","yes","yes","yes","1988","apud Spar, I., ed.","","S012139, SxB, SxC","","","","","","","?","no translation","?",""
"","P273603","","","","","","21198/zz001vshr0","no atf","","Postgate, J. Nicholas","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/5/2005","","","10/21/2018","","20050805 cdliadmin","CTMMA 1, 099","","","","","","Administrative","","","?","","","150ppi 20160630","clay","MMA 62.85.01","","","tablet","Middle Assyrian (ca. 1400-1000 BC)","","","CTMMA 1, 099","","","yes","yes","yes","1988","apud Spar, I., ed.","","","","","","","","","?","no translation","?",""
"","P273604","","","","","","21198/zz001vshsh","no atf","","Postgate, J. Nicholas","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/5/2005","","","10/21/2018","","20050805 cdliadmin","CTMMA 1, 100","","","","","","Administrative","","","?","","","150ppi 20160630","clay","MMA 62.85.02","","","tablet","Middle Assyrian (ca. 1400-1000 BC)","","","CTMMA 1, 100","","","yes","yes","yes","1988","apud Spar, I., ed.","","","","","","","","","?","no translation","?",""
"","P273605","","","","","","21198/zz001vsht1","no atf","","Postgate, J. Nicholas","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/5/2005","","","10/21/2018","","20050805 cdliadmin","CTMMA 1, 101","","","","","","Administrative","","","?","","","150ppi 20160630","clay","MMA 62.85.03","","","tablet","Middle Assyrian (ca. 1400-1000 BC)","","","CTMMA 1, 101","","","yes","yes","yes","1988","apud Spar, I., ed.","","","","","","","","","?","no translation","?",""
"","P273608","","","","","","21198/zz001vshxk","Foxvog, Daniel A.","","Frayne, Douglas R.","","","","","Metropolitan Museum of Art, New York, New York, USA","","Q001961","","8/5/2005","Lipit-Ishtar.00.00.00","","10/21/2018","Lipit-Ishtar.00.00.00","20050805 cdliadmin","RIME 4.01.05.04, ex. add095","","","","","","Royal/Monumental","","","?","","","150ppi 20160630","clay","MMA 1971.71","","","cone","Early Old Babylonian (ca. 2000-1900 BC)","","","RIME 4.01.05.04, ex. add095","","","yes","yes","yes","1990","Sigrist, CTMMA 1, 114","","","","","witness","","","","?","no translation","?",""
"","P273609","","","","","","21198/zz001vshz3","Foxvog, Daniel A.","","Frayne, Douglas R.","","","","","Metropolitan Museum of Art, New York, New York, USA","","Q002241","","8/5/2005","Sin-kashid.00.00.00","","10/21/2018","Sin-kashid.00.00.00","20050805 cdliadmin","RIME 4.04.01.04, ex. add094","","","","","","Royal/Monumental","","","?","","Sumerian","150ppi 20160630","clay","MMA 57.16.07","","","cone","Early Old Babylonian (ca. 2000-1900 BC)","","","RIME 4.04.01.04, ex. add094","Uruk (mod. Warka)","","yes","yes","yes","1990","Sigrist, CTMMA 1, 115","","","","","witness","","","","?","no translation","?",""
"6N-T1133","P273610","not in metonline ?","","","","","21198/zz001vsj03","no atf","","Sigrist, Marcel","","","","","Metropolitan Museum of Art, New York, New York, USA","","needed","","8/5/2005","","","10/21/2018","","20050805 cdliadmin","CTMMA 1, 119","","","","","","Royal/Monumental","","","?","","Akkadian","150ppi 20160630","clay","MMA 59.41.82","","","brick","Neo-Assyrian (ca. 911-612 BC)","","","CTMMA 1, 119","Nippur (mod. Nuffar)","","yes","yes","yes","1988","apud Spar, I., ed.","","","","","witness","","","","?","no translation","?",""
"","P273611","not in metonline ?","","","","","21198/zz001vsj1m","no atf","","Sigrist, Marcel","","","","","Metropolitan Museum of Art, New York, New York, USA","","needed","","8/5/2005","","","10/21/2018","","20050805 cdliadmin","CTMMA 1, 120","","","","","","Royal/Monumental","","","?","","Akkadian","150ppi 20160630","clay","MMA 41.160.188","","","brick","Neo-Assyrian (ca. 911-612 BC)","","","CTMMA 1, 120","E nunna (mod. Tell Asmar)","","yes","yes","yes","1988","apud Spar, I., ed.","","","","","witness","","","","?","no translation","?",""
"","P332663","","","was: www Hixenbaugh 05","","","21198/zz001xxdcg","cdlistaff (check)","","Edzard, Dietz Otto","","","","","private: anonymous, unlocated","","Q000908","","4/27/2006","Gudea.00.00.00","","10/21/2018","Gudea.00.00.00","20060427 cdliadmin","RIME 3/1.01.07.037, ex. add1209","http://www.hixenbaugh.net/hixenbaugh_ancient_art_website_022.htm","","","","","Royal/Monumental","","","","","Sumerian","","clay","Anonymous 332663","","","cone","Lagash II (ca. 2200-2100 BC)","","","RIME 3/1.01.07.037, ex. add1209","Girsu (mod. Tello)","","yes","yes","yes","1997","","","","","","witness","","","","","no translation","",""
"","P342794","","","","","","21198/zz0020jz19","no atf","","Larsen, Mogens Trolle","","","20091124 oatp: rev. 4: ","","Metropolitan Museum of Art, New York, New York, USA","","","","10/24/2006","","","10/21/2018","","20061024 cdliadmin","CTMMA 1, 098","","","","","","","","","?","","","","clay","MMA 1977.371","","","tablet & envelope","Old Assyrian (ca. 1950-1850 BC)","","","CTMMA 1, 098","","","yes","yes","yes","1988","apud Spar, I., ed.","","Sx","","","","","","","?","no translation","?",""
"","P342808","","","","","","21198/zz001znkd7","cdlistaff","","Frayne, Douglas R.","","","","","private: anonymous, unlocated","","Q000954","","11/4/2006","Ur-Namma.00.00.00","","10/21/2018","Ur-Namma.00.00.00","20061104 cdliadmin","RIME 3/2.01.01.34, ex. add10a","","","","","","Royal/Monumental","","","?","","Sumerian","150ppi 20160630","metal: copper","Anonymous 342808 ?","","foundation canephor","other (see object remarks)","Ur III (ca. 2100-2000 BC)","","","RIME 3/2.01.01.34, ex. add10a","Uruk (mod. Warka)","","yes","yes","yes","1997","","","","","","witness","","","","?","no translation","?",""
"","P349867","","","","","","21198/zz001zc7c9","Carnahan, John (dcclt)","dcclt in progress","Spar, Ira & Lambert, Wilfred G.","","","","","Metropolitan Museum of Art, New York, New York, USA","","Q000313","","8/16/2006","","","10/21/2018","","20061205 cdliadmin_veldhuis","CTMMA 2, 063","","","","","","Lexical","","","","P349867 lead, single entry","Akkadian","150ppi 20160630","clay","MMA 86.11.371a-e","fragment","","tablet","Hellenistic (323-63 BC)","","","CTMMA 2, 063","uncertain (mod. uncertain)","","yes","yes","yes","2005","","","","","","malku-sharru 3","","Fair","","","no translation","",""
"","P349868","","","","","","21198/zz001zc7dt","Carnahan, John (dcclt)","dcclt in progress","Spar, Ira & Lambert, Wilfred G.","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/16/2006","","","10/21/2018","","20061205 cdliadmin_veldhuis","CTMMA 2, 064","","","","","","Lexical","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.377a","fragment","","tablet","Neo-Assyrian (ca. 911-612 BC)","","","CTMMA 2, 064","uncertain (mod. uncertain)","","yes","yes","yes","2005","Veldhuis, Niek, JCS 65 (2013) 169-180","","","","","malku-sharru 5","","","","","no translation","",""
"","P373779","","","","","","21198/zz0021x7zg","no atf","","Brinkman, John A.","","","","","Metropolitan Museum of Art, New York, New York, USA","","needed","","10/19/2007","","","10/21/2018","","20071022 cdliadmin_veldhuis","MSKH 1, 11, pl. 06","","","","","","Royal/Monumental","","","","","Akkadian","","stone:marble","MMA 41.160.187","","brick","other (see object remarks)","Middle Babylonian (ca. 1400-1100 BC)","","","MSKH 1, 11, pl. 06","Nippur (mod. Nuffar) ?","","yes","yes","yes","1976","CTMMA 4, 151","","","","","witness","","","","","no translation","",""
"","P384774","","","was: www Hixenbaugh 17","","","21198/zz0020sfnh","bdtns; Firth, Richard","","nn","","","","","private: anonymous, unlocated","","","","4/7/2008","00.00.00.00","","6/29/2021","00.00.00.00","20070224 cdliadmin_owen","Anonymous 384774","","","bdtns:171487","","","Administrative","","","?","","Sumerian","","clay","Anonymous 384774","","","tablet","Ur III (ca. 2100-2000 BC)","","","unpublished unassigned ?","uncertain (mod. uncertain)","","yes","yes","yes","nd","BDTNS 171487","","","","","","","","","?","no translation","?",""
"","P384778","not in metonline ?","","","","","21198/zz0020sfsk","no atf","","Becker, Andrea","","","","","Metropolitan Museum of Art, New York, New York, USA","","needed","","4/10/2008","","","10/21/2018","","20080410 cdliadmin","AUWE 06, pl. 44","","","","","","Royal/Monumental","","","?","","","","stone","MMA —","","stele","other (see object remarks)","Middle Babylonian (ca. 1400-1100 BC)","","","AUWE 06, pl. 44","Uruk (mod. Warka)","","yes","yes","yes","1993","","","","","","witness","","","","?","no translation","?",""
"","P393600","","","","","","21198/zz0020jd86","no atf","","Grayson, A. Kirk","","","","","Metropolitan Museum of Art, New York, New York, USA","","Q005778","","1/30/2010","Adad-nerari1.00.00.00","","3/13/2021","Adad-nerari1.00.00.00","nn","RIMA 1.0.076.041, ex. 07","","","","","","Royal/Monumental","","","?","","Akkadian","","metal: bronze","MMA 86.11.166.1","","bronze sword","other (see object remarks)","Middle Assyrian (ca. 1400-1000 BC)","","","RIMA 1.0.076.041, ex. 07","Assur (mod. Qalat Sherqat)","","yes","yes","yes","1987","","","","","","witness","","","","?","no translation","?",""
"","P412174","","","","","","21198/zz0021r89w","no atf","","Spar, Ira & Lambert, Wilfred G.","Old Babylonian balag to the Mother Goddess Aruru","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 001","","","","","","Literary","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.062","","","tablet","","","","CTMMA 2, 001","","","yes","yes","yes","2005","","","","","","","","","","","no translation","",""
"","P412175","","","","","","21198/zz0021r8bd","no atf","","Spar, Ira & Lambert, Wilfred G.","S.E. 178; Balag: abzu pe-el-la2-am3, to Enki","","","","Metropolitan Museum of Art, New York, New York, USA; Vorderasiatisches Museum, Berlin, Germany","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 002","","","","","","Ritual","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.347 + VAT 00418 + VAT 00424 + VAT 01744 + VAT unnumbered fragment","","","tablet","Hellenistic (323-63 BC)","","","CTMMA 2, 002","B bili (mod. Babylon)","","yes","yes","yes","2005","SBH 35","","","","","Liturgy","","","","","no translation","",""
"","P412176","","","","","","21198/zz0021r8cx","no atf","","Spar, Ira & Lambert, Wilfred G.","S.E. 167. Balag: d.Utu-gin7 e3-ta, to Enlil","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 003","","","","","","Literary","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.182","","","tablet","","","","CTMMA 2, 003","B bili (mod. Babylon)","","yes","yes","yes","2005","","","","","","","","","","","no translation","",""
"","P412177","","","","","","21198/zz0021r8df","no atf","","Spar, Ira & Lambert, Wilfred G.","Balag: nir-gal2 lu2 e3-NE, to Ninurta","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 004","","","","","","Literary","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.349 + MMA 86.11.365","","","tablet","","","","CTMMA 2, 004","B bili (mod. Babylon)","","yes","yes","yes","2005","","","","","","","","","","","no translation","",""
"","P412178","","","","","","21198/zz0021r8fz","no atf","","Spar, Ira & Lambert, Wilfred G.","S.E. 137/138. Balag: im-ma-al-(la) gu3 de2-de2","","","","Metropolitan Museum of Art, New York, New York, USA; Vorderasiatisches Museum, Berlin, Germany","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 005","","","","","","Ritual","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.348 + VAT 00231 + VAT 00305 + VAT 01775 + VAT 01776 + VAT 02189","","","tablet","Hellenistic (323-63 BC)","","","CTMMA 2, 005","B bili (mod. Babylon)","","yes","yes","yes","2005"," SBH 82 (VAT 00231 + VAT 00305 + VAT 01775 + VAT 01776 + VAT 02189)","","","","","Liturgy","","","","","no translation","",""
"","P412179","","","","","","21198/zz0021r8gg","no atf","","Spar, Ira & Lambert, Wilfred G.","Balag","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 006","","","","","","Literary","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.279","","","tablet","","","","CTMMA 2, 006","B bili (mod. Babylon)","","yes","yes","yes","2005","","","","","","","","","","","no translation","",""
"","P412180","","","","","","21198/zz0021r8h0","no atf","","Spar, Ira & Lambert, Wilfred G.","Balag: a- e-er gi6-ta, to Innin/Ishtar","","","","Metropolitan Museum of Art, New York, New York, USA; Vorderasiatisches Museum, Berlin, Germany","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 007","","","","","","Ritual","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.286a+b + MMA 86.11.529 + VAT 00210","","","tablet","","","","CTMMA 2, 007","B bili (mod. Babylon)","","yes","yes","yes","2005","SBH 63 (VAT 00210)","","","","","Liturgy","","","","","no translation","",""
"","P412181","","","","","","21198/zz0021r8jh","no atf","","Spar, Ira & Lambert, Wilfred G.","A.E. 117 or 118. Balag: a abzu-mu","","","","Metropolitan Museum of Art, New York, New York, USA; Vorderasiatisches Museum, Berlin, Germany","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 008","","","","","","Ritual","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.346 + VAT 00296 + VAT 00308 + VAT 00370 + VAT 01759 + VAT 01831","","","tablet","","","","CTMMA 2, 008","B bili (mod. Babylon)","","yes","yes","yes","2005","SBH 60 (VAT 00296 + VAT 00308 + VAT 01759 [VAT 00370[!]]) + SBH 84 (VAT 01831) ","","","","","Liturgy","","","","","no translation","",""
"","P412182","not in metonline ?","","","","","21198/zz0021r8k1","no atf","","Spar, Ira & Lambert, Wilfred G.","Balag: Unidentified, to Nergal(?)","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 009","","","","","","Literary","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.289","","","tablet","","","","CTMMA 2, 009","B bili (mod. Babylon)","","yes","yes","yes","2005","","","","","","","","","","","no translation","",""
"","P412183","","","","","","21198/zz0021r8mj","no atf","","Spar, Ira & Lambert, Wilfred G.","Balag: Unidentified, to Innin/ Ishtar(?)","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 010","","","","","","Literary","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.350","","","tablet","","","","CTMMA 2, 010","B bili (mod. Babylon)","","yes","yes","yes","2005","","","","","","","","","","","no translation","",""
"","P412184","","","","","","21198/zz0021cxtw","no atf","","Spar, Ira & Lambert, Wilfred G.","Balag: Unidentified","","","","Metropolitan Museum of Art, New York, New York, USA; Vorderasiatisches Museum, Berlin, Germany","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 011","","","","","","Ritual","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.360 + MMA 86.11.517 + MMA 86.11.544 + MMA 86.11.546 + MMA 86.11.551 + MMA 86.11.553 + MMA 86.11.555 + VAT 00415 (+) VAT 00581","","","tablet","","","","CTMMA 2, 011","","","yes","yes","yes","2005","SBH 50 (VAT 00581 (+) VAT 00415)","","","","","Liturgy","","","","","no translation","",""
"","P412185","","","","","","21198/zz0021cxvd","no atf","","Spar, Ira & Lambert, Wilfred G.","S.E. 177. Balag: Colophon Fragment","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 012","","","","","","Literary","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.300","","","tablet","","","","CTMMA 2, 012","B bili (mod. Babylon)","","yes","yes","yes","2005","","","","","","","","","","","no translation","",""
"","P412186","","","","","","21198/zz0021cxwx","no atf","","Spar, Ira & Lambert, Wilfred G.","Er emma: dilmun.ki nigin-na, to Marduk","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 013","","","","","","Literary","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.351","","","tablet","","","","CTMMA 2, 013","B bili (mod. Babylon)","","yes","yes","yes","2005","","","","","","","","","","","no translation","",""
"","P412187","","","","","","21198/zz0021cxxf","no atf","","Spar, Ira & Lambert, Wilfred G.","Collection of Er emmas (nos. 45, 59, 53)","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 014","","","","","","Prayer/Incantation","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.288 + MMA 86.11.557","","","tablet","","","","CTMMA 2, 014","B bili (mod. Babylon)","","yes","yes","yes","2005","","","","","","","","","","","no translation","",""
"","P412188","","","","","","21198/zz0021cxzz","no atf","","Spar, Ira & Lambert, Wilfred G."," uilla: nir-gal2 lu2 e3-NE","","","","Metropolitan Museum of Art, New York, New York, USA; Vorderasiatisches Museum, Berlin, Germany","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 015","","","","","","Prayer/Incantation","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.298 + VAT 00268 + VAT 00443","","","tablet","Hellenistic (323-63 BC)","","","CTMMA 2, 015","B bili (mod. Babylon)","","yes","yes","yes","2005","SBH 74 ( VAT 00268 + VAT 00443)","","","","","Liturgy","","","","","no translation","",""
"","P412189","","","","","","21198/zz0021rh0m","no atf","","Spar, Ira & Lambert, Wilfred G.","Emesal Prayer","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 016","","","","","","Prayer/Incantation","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.285","","","prism","","","","CTMMA 2, 016","B bili (mod. Babylon)","","yes","yes","yes","2005","","","","","","","","","","","no translation","",""
"","P412190","","","","","","21198/zz0021rh14","no atf","","Spar, Ira & Lambert, Wilfred G.","Fragment of an Emesal Prayer","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 017","","","","","","Prayer/Incantation","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.476","","","tablet","","","","CTMMA 2, 017","B bili (mod. Babylon)","","yes","yes","yes","2005","","","","","","","","","","","no translation","",""
"","P412191","","","","","","21198/zz0021rh2n","no atf","","Spar, Ira & Lambert, Wilfred G.","Hymn to Marduk","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 018","","","","","","Literary","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.313","","","tablet","","","","CTMMA 2, 018","","","yes","yes","yes","2005","","","","","","","","","","","no translation","",""
"","P412192","","","","","","21198/zz0021rh35","no atf","","Spar, Ira & Lambert, Wilfred G.","Fragments of a Solid Clay Barrel Cylinder with Unidentified Hymn","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 019","","","","","","Literary","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.419 + 86.11.483 (+) 86.11.538","","","tablet","","","","CTMMA 2, 019","","","yes","yes","yes","2005","","","","","","","","","","","no translation","",""
"","P412193","","","","","","21198/zz0021rh4p","no atf","","Spar, Ira & Lambert, Wilfred G.","Ritual","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 020","","","","","","Ritual","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.376a+b","","","tablet","","","","CTMMA 2, 020","B bili (mod. Babylon) ?","","yes","yes","yes","2005","","","","","","","","","","","no translation","",""
"","P412194","","","","","","21198/zz0021rh56","no atf","","Spar, Ira & Lambert, Wilfred G.","Ritual Fragment","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 021","","","","","","Ritual","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.359","","","tablet","","","","CTMMA 2, 021","","","yes","yes","yes","2005","","","","","","","","","","","no translation","",""
"","P412195","","","","","","21198/zz0021rh6q","no atf","","Spar, Ira & Lambert, Wilfred G.","S.E. 155. Letter about Cultic Matters","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 022","","","","","","Letter","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.372a","","","tablet","","","","CTMMA 2, 022","B bili (mod. Babylon)","","yes","yes","yes","2005","","","","","","","","","","","no translation","",""
"","P412196","","","","","","21198/zz0021rh77","no atf","","Spar, Ira & Lambert, Wilfred G.","Theological Text Fragment","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 023","","","","","","Literary","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.414","","","tablet","","","","CTMMA 2, 023","","","yes","yes","yes","2005","","","","","","","","","","","no translation","",""
