excavation_no,id_text,accession_no,accounting_period,acquisition_history,alternative_years,archive,ark,atf_source,atf_up,author,author_remarks,cdli_collation,cdli_comments,citation,collection,collection_copyright,composite_id,condition_description,date_entered,date_of_origin,date_remarks,date_updated,dates_referenced,db_source,designation,electronic_publication,elevation,external_id,findspot_remarks,findspot_square,genre,google_earth_collection,google_earth_provenience,height,join_information,language,lineart_up,material,museum_no,object_preservation,object_remarks,object_type,period,period_remarks,photo_up,primary_publication,provenience,provenience_remarks,public,public_atf,public_images,publication_date,publication_history,published_collation,seal_id,seal_information,stratigraphic_level,subgenre,subgenre_remarks,surface_preservation,text_remarks,thickness,translation_source,width,writing_phase
"","P500754","","","Gift of Matilda W. Bruce, 1907","","","","no atf","","Spar, Ira & Jursa, Michael","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 108","","","","","","","","","","","Akkadian","","clay","MMA 07.154.03","","","tablet","Achaemenid (547-331 BC)","","","CTMMA 4, 108","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","","","Sx","","","","","","","","no translation","",""
"","P500755","","","Gift of Matilda W. Bruce, 1907","","","","no atf","","Spar, Ira & Jursa, Michael","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 062","","","","","","","","","","","Akkadian","","clay","MMA 07.154.04","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, 062","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","","","","","","","","","","","no translation","",""
"","P500756","","","Gift of Matilda W. Bruce, 1907","","","","no atf","","Spar, Ira & Jursa, Michael","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 107","","","","","","","","","","","Akkadian","","clay","MMA 07.154.06","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, 107","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","","","Sx","","","","","","","","no translation","",""
"","P500757","","","Gift of Mrs. Francis T. P. Plimpton, 1973","","","","no atf","","Spar, Ira & Jursa, Michael","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 069","","","","","","","","","","","Akkadian","","clay","MMA 1973.25.04","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, 069","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","","","","","","","","","","","no translation","",""
"","P500758","","","Rogers Fund, 1994","","","","no atf","","Spar, Ira & Jursa, Michael","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, nn","","","","","","","","","","","Akkadian","","stone","MMA 1994.433","","bead","other (see object remarks)","Middle Babylonian (ca. 1400-1100 BC)","","","CTMMA 4, nn","","","yes","yes","yes","2014","","","","","","","","","","","no translation","",""
"","P500759","","","Purchase, Friends of Inanna Gifts, 1999","","","","no atf","","Spar, Ira & Jursa, Michael","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, nn","","","","","","","","","","","Sumerian","","clay","MMA 1999.190.01","","","cone","ED IIIb (ca. 2500-2340 BC)","","","CTMMA 4, nn","Girsu (mod. Tello)","","yes","yes","yes","2014","","","","","","","","","","","no translation","",""
"","P500760","","","Purchase, Friends of Inanna Gifts, 1999","","","","Spar, Ira & Jursa, Michael; Firth, Richard","20180801 firth","Spar, Ira & Jursa, Michael","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/29/2017","Amar-Suen.04.06.00","","10/25/2019","Amar-Suen.04.06.00","20170829 cdliadmin","CTMMA 4, 182","","","","","","Administrative","","","","","Sumerian","","clay","MMA 1999.190.02","","","tablet","Ur III (ca. 2100-2000 BC)","","","CTMMA 4, 182","Puzri -Dagan (mod. Drehem)","","yes","yes","yes","2014","","","","","","","","","","","no translation","",""
"","P500761","","","Purchase, Friends of Inanna Gifts, 1999","","","","Spar, Ira & Jursa, Michael; Firth, Richard","20180801 firth","Spar, Ira & Jursa, Michael","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/29/2017"," ulgi.45.10.00","","2/12/2020"," ulgi.45.10.00","20170829 cdliadmin","CTMMA 4, 183","","","","","","Administrative","","","","","Sumerian","","clay","MMA 1999.231","","","tablet","Ur III (ca. 2100-2000 BC)","","","CTMMA 4, 183","Puzri -Dagan (mod. Drehem)","","yes","yes","yes","2014","","","","","","","","","","","no translation","",""
"","P500762","","","Rogers Fund, 1936","","","","no atf","","Spar, Ira & Jursa, Michael","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 142","","","","","","","","","","","Akkadian","","clay","MMA 36.30.62","","","tablet","Achaemenid (547-331 BC)","","","CTMMA 4, 142","Qasr-i Abu Nasr (mod. uncertain)","","yes","yes","yes","2014","","","Sx","","","","","","","","no translation","",""
"","P500764","","","Gift of Edith A. Van Wyck, 1954","","","","no atf","","Spar, Ira & Jursa, Michael","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, nn","","","","","","","","","","","Akkadian","","clay","MMA 54.136.02a-d","","","tablet","Neo-Assyrian (ca. 911-612 BC)","","","CTMMA 4, nn","Nineveh (mod. Kuyunjik)","","yes","yes","yes","2014","","","","","","","","","","","no translation","",""
"","P500765","","","Rogers Fund, 1956","","","","no atf","","Spar, Ira & Jursa, Michael","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 177","","","","","","","","","","","Akkadian","","clay","MMA 56.81.53","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, 177","Borsippa (mod. Birs Nimrud) ?","","yes","yes","yes","2014","","","","","","","","","","","no translation","",""
"","P500766","","","Rogers Fund, 1958","","","","no atf","","Spar, Ira & Jursa, Michael","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 154","","","","","","","","","","","Akkadian","","clay","MMA 58.031.57","","","tablet","Neo-Assyrian (ca. 911-612 BC)","","","CTMMA 4, 154","Kalhu (mod. Nimrud)","","yes","yes","yes","2014","","","","","","","","","","","no translation","",""
"","P500767","","","Purchase, 1879","","","","no atf","","Weiershäuser, Frauke & Novotny, Jamie","","","","","Metropolitan Museum of Art, New York, New York, USA","","Q005500","","8/29/2017","Nebuchadnezzar2.00.00.00","","5/1/2021","Nebuchadnezzar2.00.00.00","20170829 cdliadmin","RINBE 1/1, Nebuchadnezzar II 029 ex. 20","oracc.org/ribo/babylon7/Q005500","","","","","Royal/Monumental","","","","","Akkadian","","clay","MMA 79.07.001","","","cylinder","Neo-Babylonian (ca. 626-539 BC)","","","RINBE 1/1, Nebuchadnezzar II 029 ex. 20","B bili (mod. Babylon)","","yes","yes","yes","2022","Frame, Grant, CTMMA 4 (2014), 167","","","","","witness","","","","","no translation","",""
"","P500768","","","Purchase, 1879","","","","no atf","","Weiershäuser, Frauke & Novotny, Jamie","","","","","Metropolitan Museum of Art, New York, New York, USA","","Q005500","","8/29/2017","Nebuchadnezzar2.00.00.00","","5/1/2021","Nebuchadnezzar2.00.00.00","20170829 cdliadmin","RINBE 1/1, Nebuchadnezzar II 029 ex. 21","oracc.org/ribo/babylon7/Q005500","","","","","Royal/Monumental","","","","","Akkadian","","clay","MMA 79.07.002","","","cylinder","Neo-Babylonian (ca. 626-539 BC)","","","RINBE 1/1, Nebuchadnezzar II 029 ex. 21","B bili (mod. Babylon)","","yes","yes","yes","2022","Frame, Grant, CTMMA 4 (2014), 168","","","","","witness","","","","","no translation","",""
"","P500769","","","Purchase, 1879","","","","no atf","","Spar, Ira & Jursa, Michael","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 028","","","","","","","","","","","Akkadian","","clay","MMA 79.07.038","","","tablet","Achaemenid (547-331 BC)","","","CTMMA 4, 028","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","","","","","","","","","","","no translation","",""
"","P500770","","","Purchase, 1884","","","","no atf","","Spar, Ira & Jursa, Michael","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 172","","","","","","","","","","","Akkadian","","clay","MMA 85.15","","","cylinder","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, 172","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","","","","","","","","","","","no translation","",""
"","P500771","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 163","","","","","","","","","","","Akkadian","","clay","MMA 86.11.051","","","cylinder","Neo-Assyrian (ca. 911-612 BC)","","","CTMMA 4, 163","B bili (mod. Babylon) ?","","yes","yes","yes","2014","","","","","","","","","","","no translation","",""
"","P500772","","","Purchase, 1886","","","","Weiershäuser, Frauke & Novotny, Jamie","","Weiershäuser, Frauke & Novotny, Jamie","","","","","Metropolitan Museum of Art, New York, New York, USA","","Q005419","","8/29/2017","Nabonidus.00.00.00","","3/27/2020","Nabonidus.00.00.00","20170829 cdliadmin","RINBE 2, Nabonidus 22, ex. 01","","","","","","Royal/Monumental","","","","","Akkadian","","clay","MMA 86.11.052","","","cylinder","Neo-Babylonian (ca. 626-539 BC)","","","RINBE 2, Nabonidus 22, ex. 01","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2020","Spar, Ira & Jursa, Michael, CTMMA 4 (2014) 176","","","","","witness","","","","","no translation (witness)","",""
"","P500773","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 173","","","","","","","","","","","Akkadian","","clay","MMA 86.11.057","","","cylinder","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, 173","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","","","","","","","","","","","no translation","",""
"","P500774","","","Purchase, 1886","","","","no atf","","Weiershäuser, Frauke & Novotny, Jamie","","","","","Metropolitan Museum of Art, New York, New York, USA","","Q005492","","8/29/2017","Nebuchadnezzar2.00.00.00","","5/1/2021","Nebuchadnezzar2.00.00.00","20170829 cdliadmin","RINBE 1/1, Nebuchadnezzar II 021 ex. 03*","oracc.org/ribo/babylon7/Q005492","","","","","Royal/Monumental","","","","","Akkadian","","clay","MMA 86.11.058","","","cylinder","Neo-Babylonian (ca. 626-539 BC)","","","RINBE 1/1, Nebuchadnezzar II 021 ex. 03*","B bili (mod. Babylon)","","yes","yes","yes","2022","Frame, Grant, CTMMA 4 (2014), 171","","","","","witness","","","","","no translation","",""
"","P500775","","","Purchase, 1886","","","","no atf","","Weiershäuser, Frauke & Novotny, Jamie","","","","","Metropolitan Museum of Art, New York, New York, USA","","Q005500","","8/29/2017","Nebuchadnezzar2.00.00.00","","5/1/2021","Nebuchadnezzar2.00.00.00","20170829 cdliadmin","RINBE 1/1, Nebuchadnezzar II 029 ex. 29","oracc.org/ribo/babylon7/Q005500","","","","","Royal/Monumental","","","","","Akkadian","","clay","MMA 86.11.059","","","cylinder","Neo-Babylonian (ca. 626-539 BC)","","","RINBE 1/1, Nebuchadnezzar II 029 ex. 29","B bili (mod. Babylon)","","yes","yes","yes","2022","Frame, Grant, CTMMA 4 (2014), 169","","","","","witness","","","","","no translation","",""
"","P500776","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 023","","","","","","","","","","","Akkadian","","clay","MMA 86.11.063","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, 023","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","","","","","","","","","","","no translation","",""
"","P500777","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 027","","","","","","","","","","","Akkadian","","clay","MMA 86.11.065","","","tablet","Achaemenid (547-331 BC)","","","CTMMA 4, 027","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","","","","","","","","","","","no translation","",""
"","P500778","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 045","","","","","","","","","","","Akkadian","","clay","MMA 86.11.066","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, 045","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","","","","","","","","","","","no translation","",""
"","P500779","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 049","","","","","","","","","","","Akkadian","","clay","MMA 86.11.067","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, 049","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","","","","","","","","","","","no translation","",""
"","P500780","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 020","","","","","","","","","","","Akkadian","","clay","MMA 86.11.068","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, 020","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","","","","","","","","","","","no translation","",""
"","P500781","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 017","","","","","","","","","","","Akkadian","","clay","MMA 86.11.069","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, 017","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","","","","","","","","","","","no translation","",""
"","P500782","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 048","","","","","","","","","","","Akkadian","","clay","MMA 86.11.070","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, 048","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","","","","","","","","","","","no translation","",""
"","P500783","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 047","","","","","","","","","","","Akkadian","","clay","MMA 86.11.071","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, 047","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","","","","","","","","","","","no translation","",""
"","P500784","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 010","","","","","","","","","","","Akkadian","","clay","MMA 86.11.072","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, 010","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","","","","","","","","","","","no translation","",""
"","P500785","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 098","","","","","","","","","","","Akkadian","","clay","MMA 86.11.074","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, 098","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","","","","","","","","","","","no translation","",""
"","P500786","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 089","","","","","","","","","","","Akkadian","","clay","MMA 86.11.075","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, 089","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","","","","","","","","","","","no translation","",""
"","P500787","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 060","","","","","","","","","","","Akkadian","","clay","MMA 86.11.082","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, 060","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","","","","","","","","","","","no translation","",""
"","P500788","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 031","","","","","","","","","","","Akkadian","","clay","MMA 86.11.088","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, 031","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","","","","","","","","","","","no translation","",""
"","P500789","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 018","","","","","","","","","","","Akkadian","","clay","MMA 86.11.096","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, 018","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","","","","","","","","","","","no translation","",""
"","P500790","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 065","","","","","","","","","","","Akkadian","","clay","MMA 86.11.100","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, 065","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","","","","","","","","","","","no translation","",""
"","P500791","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 105","","","","","","","","","","","Akkadian","","clay","MMA 86.11.101","","","tablet","Neo-Babylonian (ca. 626-539 BC) ?","","","CTMMA 4, 105","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","","","","","","","","","","","no translation","",""
"","P500792","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 012","","","","","","","","","","","Akkadian","","clay","MMA 86.11.106","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, 012","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","","","","","","","","","","","no translation","",""
"","P500793","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 095","","","","","","","","","","","Akkadian","","clay","MMA 86.11.107","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, 095","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","","","Sx","","","","","","","","no translation","",""
"","P500794","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 042","","","","","","","","","","","Akkadian","","clay","MMA 86.11.113","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, 042","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","","","","","","","","","","","no translation","",""
"","P500795","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 021","","","","","","","","","","","Akkadian","","clay","MMA 86.11.114","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, 021","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","","","","","","","","","","","no translation","",""
"","P500796","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 077","","","","","","","","","","","Akkadian","","clay","MMA 86.11.116","","","tablet","Achaemenid (547-331 BC)","","","CTMMA 4, 077","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","","","","","","","","","","","no translation","",""
"","P500797","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 102","","","","","","","","","","","Akkadian","","clay","MMA 86.11.118","","","tablet","Neo-Babylonian (ca. 626-539 BC) ?","","","CTMMA 4, 102","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","","","","","","","","","","","no translation","",""
"","P500798","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 055","","","","","","","","","","","Akkadian","","clay","MMA 86.11.120","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, 055","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","","","","","","","","","","","no translation","",""
"","P500799","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 050","","","","","","","","","","","Akkadian","","clay","MMA 86.11.122","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, 050","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","","","","","","","","","","","no translation","",""
"","P500800","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 079","","","","","","","","","","","Akkadian","","clay","MMA 86.11.124","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, 079","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","","","","","","","","","","","no translation","",""
"","P500801","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 015 + 075 ?","","","","","","","","","","","Akkadian","","clay","MMA 86.11.126 + MMA 86.11.441","","","tablet","Achaemenid (547-331 BC)","","","CTMMA 4, 015 + 075 ?","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","","","Sx","","","","","","","","no translation","",""
"","P500802","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 072","","","","","","","","","","","Akkadian","","clay","MMA 86.11.127","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, 072","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","","","","","","","","","","","no translation","",""
"","P500803","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 051","","","","","","","","","","","Akkadian","","clay","MMA 86.11.143","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, 051","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","","","","","","","","","","","no translation","",""
"","P500804","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 094","","","","","","","","","","","Akkadian","","clay","MMA 86.11.157","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, 094","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","","","","","","","","","","","no translation","",""
"","P500805","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 044","","","","","","","","","","","Akkadian","","clay","MMA 86.11.158","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, 044","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","","","","","","","","","","","no translation","",""
"","P500806","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 034","","","","","","","","","","","Akkadian","","clay","MMA 86.11.165","","","tablet","Achaemenid (547-331 BC)","","","CTMMA 4, 034","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","","","","","","","","","","","no translation","",""
"","P500807","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 103","","","","","","","","","","","Akkadian","","clay","MMA 86.11.169","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, 103","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","","","","","","","","","","","no translation","",""
"","P500808","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 061","","","","","","","","","","","Akkadian","","clay","MMA 86.11.172","","","tablet","Achaemenid (547-331 BC)","","","CTMMA 4, 061","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","","","","","","","","","","","no translation","",""
